-1.607711271814027842e+00,-2.939755453678484509e-02,1.569952605061414097e+00,-5.279844217352537283e-01
2.901313865220096488e-01,3.176812583459608930e-01,-9.965194758869387881e-01,4.770094498983823983e-01
-1.225096032189200601e+00,8.959114872456515055e-01,-9.003241580171190694e-01,7.198608301661265640e-01
2.046861116114542689e+00,-1.680595017716859596e+00,1.923717971039674790e+00,-1.427243976368261835e+00
1.828884180648139290e+00,-2.892612860302993805e-01,-1.049150931886448923e+00,2.062714398834347984e-01
5.399095786887404547e-01,-6.708391613721513824e-01,1.026938710855868298e+00,-6.545290866777520034e-01
-2.101553512698867143e-01,-6.526563106588036955e-01,1.686559548577581724e+00,-8.618761517856935450e-01
-8.275441309046899230e-01,1.444997407109814280e-01,4.436450947685621760e-01,-7.669947489590560330e-02
-1.910529570305959712e+00,2.772193608212634164e+00,-4.543441462057407065e+00,2.802919256241617862e+00
5.753475355407579039e-01,-4.926731100307464861e-01,5.870323573930553707e-01,-4.259613583684450644e-01
-6.104324731321821851e-01,4.799760051214858048e-01,-5.252467379264282865e-01,3.997071272451070967e-01
3.054786234664930156e-03,-3.650150113384573874e-02,8.048296288373735230e-02,-4.367040790763671715e-02
-1.377190146941394078e+00,1.591879279156350468e-01,9.239000327237596455e-01,-2.269763490456294941e-01
-9.458326583932421538e-01,5.827601812415372784e-01,-4.463980032494710981e-01,4.226574502292353985e-01
-9.906155433694104895e-01,-1.306863700176264631e+00,3.909761909687836212e+00,-1.900196688500464193e+00
6.574489615043173085e-01,2.250110621963347657e-01,-1.128295247916581312e+00,4.761872741926883590e-01
-1.533720451702213161e+00,1.777649380944091639e+00,-2.624974173765770580e+00,1.702898946611486553e+00
-1.202069233706390072e+00,7.981499216983797274e-01,-6.986443152236749832e-01,6.074424201596614337e-01
-1.106559966999487443e-02,-8.049540509973102109e-02,1.941269833376725318e-01,-1.017533173747011549e-01
4.703199073390252893e-01,3.151735148723845414e-01,-1.159227984328132344e+00,5.290939060919689352e-01
2.241449227530398325e+00,-1.769308441916086716e+00,1.944369883636019702e+00,-1.476096936508651591e+00
1.330137284078662496e+00,-2.621763564580562589e-01,-6.447783965400544215e-01,8.672187803680551921e-02
1.681568815874120437e-01,-2.367754780436359952e-01,3.834070857675770938e-01,-2.378765454282315006e-01
-4.535553045438046604e-01,-1.485462748836119951e-01,7.631217030674992685e-01,-3.203419865642723185e-01
1.240007120577469868e-01,4.260586953250082853e-01,-1.088668356096357259e+00,5.586018739416033219e-01
2.370541664545275040e+00,-3.704598539090154796e-01,-1.370085159458374058e+00,2.728266743189370347e-01
-1.248891718662566985e+00,1.452768958019820422e+00,-2.149470970632696432e+00,1.393065763716444527e+00
-9.469219163939933681e-01,5.829668986365134087e-01,-4.458517693355141809e-01,4.225766808198869184e-01
1.788569247529784967e+00,-2.985669418119232810e-01,-9.902196850450770693e-01,1.825609030795661281e-01
-6.860766332166292614e-01,3.760701260153738734e-01,-2.173042557473516823e-01,2.495807935028253322e-01
7.944730413196980923e-01,3.804506781757584499e-01,-1.611272930769364287e+00,7.080746751381232773e-01
-5.889498496232964397e-01,-1.372245902920571636e-01,8.638347680672002760e-01,-3.479459212722258443e-01
-1.092219717357419295e+00,9.520286397773601861e-01,-1.152656378324986353e+00,8.291052655200810140e-01
-8.093376111763627145e-01,5.674189207862667672e-01,-5.389624776428736386e-01,4.456862274345810837e-01
-3.054054792171222443e-01,-4.670903655967861834e-01,1.351920866358662376e+00,-6.642643723257245503e-01
-4.160887469694339869e-01,-3.405121322216213275e-02,4.666896257051500463e-01,-1.689602519583260076e-01
-1.553358200720367455e+00,-1.342609754916721521e-01,1.758564334257009421e+00,-6.394936036600753493e-01
1.750085322027705059e+00,-1.513682477444712848e+00,1.820047147498127016e+00,-1.314106383777951192e+00
5.635542443082453001e-02,-1.293196536170395095e-01,2.425772924596436564e-01,-1.407822074272581381e-01
1.224270101678911704e+00,-1.019440947721536317e-01,-9.116519713218492749e-01,2.501260465910097319e-01
-2.026636677575954337e+00,-7.558689637608310974e-02,2.067007034131916665e+00,-7.126458377957453072e-01
3.684862407304412280e-02,5.386493747220530981e-01,-1.264263190843461393e+00,6.695153275143502780e-01
-2.006341810315123375e+00,-2.977494895652460505e-02,1.943440450228320682e+00,-6.504514754706219870e-01
-1.040508838593617646e+00,1.003084884511346919e+00,-1.317563103034477656e+00,9.073234992385424968e-01
-8.857039416185573666e-01,6.318133192128759790e-01,-6.146000380245674188e-01,5.010042432689365555e-01
-9.092819818066576465e-01,7.048673063810750872e-01,-7.593534437699291928e-01,5.830609198967635631e-01
-8.367587869003905165e-01,8.361799606951648700e-01,-1.126952386009453910e+00,7.657235197309074648e-01
2.441433658601361856e-01,-5.222806796593013612e-01,9.642292694174067202e-01,-5.635114247146516542e-01
2.110642775768945434e+00,-4.236112225895641292e-01,-1.005787915626365381e+00,1.283296191136395203e-01
1.167637600377954499e+00,-9.878788042176499529e-01,1.164009692135870022e+00,-8.498320978593552066e-01
-8.997559828032239970e-01,4.968201353310148227e-01,-2.932547227154315150e-01,3.317398123556475342e-01
1.182598806358603039e+00,-1.012321807697080578e+00,1.205831558837834994e+00,-8.751227378458821260e-01
-1.561028039293677949e+00,1.848152066009630223e+00,-2.760416315820616084e+00,1.780696420360940557e+00
4.799055578893142160e-01,1.483750344241994423e-01,-7.873620508733280010e-01,3.281975535206042571e-01
5.210909070320508540e-01,-5.041734405426703258e-01,6.640066001907507509e-01,-4.566208501106094886e-01
-4.872887558557859045e-03,7.271748043065962008e-02,-1.614700468020915380e-01,8.737040690755271122e-02
1.063153645002303360e+00,-8.239420555586214334e-01,8.873852174650597169e-01,-6.814776385563771077e-01
-2.560941308650248605e-01,1.908198058300045463e-01,-1.962825706199495812e-01,1.548037505534492486e-01
-1.003398424787518062e+00,2.664728162315723736e-01,3.295446131811431423e-01,1.853098094297982168e-02
2.123128660138792867e+00,-1.679455514381668291e+00,1.849824019591644220e+00,-1.402508849076097741e+00
8.535536098874730859e-01,-7.348889167784503629e-01,8.799903178158662298e-01,-6.368041296636991477e-01
1.358495996556409402e+00,-1.068700278113428936e+00,1.170129493468397897e+00,-8.901825064177150137e-01
-1.677334378797068704e+00,3.033159920141601518e-01,8.753983302741723538e-01,-1.427126692238879224e-01
-4.262455729821934547e-01,1.241741843623137415e-01,1.149312581895809426e-01,2.128485366741261764e-02
-2.502847468925299523e+00,5.493690310701101476e-01,1.085283268914857713e+00,-9.469091591733555524e-02
5.090683054359030901e-01,2.265639201834499517e-01,-9.931394951474334931e-01,4.326711297417999424e-01
2.426086223343182802e+00,-8.033641286497341660e-01,-4.336200852510818660e-01,-2.391885165450872430e-01
-9.601279732339766948e-01,5.633653763770501977e-01,-3.887539456874972155e-01,3.945814572651747953e-01
-1.133947697660456555e+00,1.103782919334878043e+00,-1.460128564790035943e+00,1.001779823663051738e+00
4.536295193130612802e-02,6.128741935965529297e-01,-1.441688631516929942e+00,7.628250489092439635e-01
5.852816760089174508e-01,4.411034580668248273e-01,-1.554207506893539481e+00,7.181676122853443145e-01
-3.710043509947953400e-01,1.694335728651281958e-01,-4.004040718033263779e-02,9.349975082761917411e-02
1.844323137805692792e+00,-2.200039977665463886e-01,-1.221707652164744307e+00,2.956301364438662094e-01
1.596197715599465994e+00,-1.303805882523277226e+00,1.484715868039389486e+00,-1.104733372960496895e+00
3.482419779617201838e-01,5.584478643540624621e-01,-1.600546009806995462e+00,7.890152074510023983e-01
-1.466427971720714485e+00,1.557920478831285704e+00,-2.186202417057180547e+00,1.454982749852349766e+00
3.909594359841599864e+00,-3.080654544344346490e+00,3.379047234342913875e+00,-2.568024158907278753e+00
2.134058642791940130e+00,-5.328667618534205230e-01,-7.782292725771692288e-01,1.984485909015609988e-03
-3.183471557006158026e+00,6.023311467835276156e-01,1.600586836298887095e+00,-2.382839750786592270e-01
-8.708648146899604647e-01,9.277963803382968111e-01,-1.304245442393253906e+00,8.672415353774153290e-01
-1.101298496584862008e+00,7.410425415716400677e-01,-6.624565295691478006e-01,5.684985208429765846e-01
